modelName,ExcludedBy
419362979,
419369111,0;1;16;18
419372629,0;2;3;4
419375230,
419384204,0;1;5
41940571,
419407235,0;1
419411750,
41941486,0;1;2;3;4;7;8;9;13;14
419417594,
419418466,
419418690,
419421852,0;1;3;5;8;10;14
419422483,0;1;5;12
419423860,0;1;5;8;10;12
419426899,
419428665,0;1
419431816,0;1
419437913,
419438474,
419446304,0;1;5;12
419450866,
419454167,0;3
419454711,
419456235,
419459474,
419462061,
419465653,0;1;5;8;12
419471018,
419475298,0;1;2;3;4;5;8
419475530,0;1;5;8;12
419480367,
419481072,0;1;5
419497004,0;1;2;3;4;5;7;8;9;12;13;14
419507804,0;1;5;12
419508747,0;1;5;12
419513159,0;1
419519128,
419519156,0;1;2;5;12
419532367,
419534820,
419546796,
419547489,
419547696,
419548325,0;1;3;5;8;10;14
419561110,0;20
419565143,0;1;5
419569060,0;1
419569243,0;1;5;12
419571461,
419589170,
419593758,
419594527,
41960002,
41960324,0;1
419603280,0;1
419606042,
419614565,
419617066,0;1;3;8;9;10;14
419620549,
419623606,
419632293,
419638194,
419646990,
419648842,
419653973,
419657681,0;8
419658884,
419660531,
419662399,
419664623,0;1;3;5;8;10;14
419666311,
419668351,
419671764,0;1
419675401,
419678344,0;1
419694805,0;1;5;12
419700032,
419701565,
419704076,0;1;5;12
419719947,0;1
419725434,0;1;2;5;8;10;12
419727359,0;3
419737709,
419746063,
419747038,0;1
41975464,
419756828,
419764496,
419767356,0;1;5;8;12
41977179,
419773858,
419776713,
419778296,
419782431,
419787067,
419795030,0;1;18
419799251,
419802054,
419808941,
41981020,
419814167,0;1
41981514,
419832027,
419838325,
419838996,
419839076,0;1;2;5;8;12
419840805,
419840809,
419841531,0;1
419842224,
419843091,0;18
419847063,
419848317,
419849768,
419854533,
419856775,0;1
419873376,0;8
419877227,0;1;3
419882827,0;1
419883781,
419890409,0;1;5;8;10;12
419905253,
419906373,
419912015,
419913431,
419913651,0;1;5
419915340,0;1;2;3;4;5;6;7;8;9;10;13;14;16;17;18;19
419920441,0;1;2;3;4;6;8;9;14
419923842,
419925347,0;1;5
419937368,
419942508,0;1
41994429,
419944691,0;1;2;5;12
419948450,0;1;5
419953091,0;1
419960719,
419962509,0;1;2;3
41996398,0;1;5;12
419965558,
419967468,0;1;5;12
419968613,
419970499,
419972175,0;8
419974781,
419985989,
419987100,0;1;16;18;22
419992294,
420002675,
420010002,
420019331,0;1;5
420031619,
420033817,
420034691,0;1;3;4;5;8;10
420034981,
420039055,0;16;18
420047128,0;1
420047130,
42005115,
420056797,
420059313,
420061222,
420062715,
420062891,
420066002,
420068575,0;1;5
420076281,
420076386,
420080666,
420084705,0;1;3;4;8;9;10;14
420087057,
420090567,
420091751,0;1;5;8;12
420094129,
42009443,
420102842,0;1
420111013,
42012010,
420120518,0;1
420127206,0;1;5;12
420136956,0;1;2;3;4;6;8;9
42014132,0;1;8;10
420142474,
420144385,0;21
420144862,
420153348,
42016886,
420173690,
420180362,0;1
420182827,0;1
420185187,0;1
420186715,
420188812,
420192233,
420204290,0;1;5;12
420206949,
420213672,0;3;4;6;8;9
420215044,0;1
420218583,0;1
420225819,
420229650,
420231759,
420233819,
420244204,0;1;5;12
420253074,
420257956,
42026396,
420268857,
42026917,
420270471,
42027392,
420275486,
420281598,0;1;2;3;4;5;8;9
420281706,0;1
420282420,0;1
420286142,
420288686,0;1
420290487,0;1;2;3;4;6;7;8;9;13
420291214,0;16;18;19
420307788,
420317715,
420322314,0;1
420326886,0;1
420332961,
420346842,
420357966,
420363938,0;1;2;5
420364815,
420369306,0;1;5;12
420381271,
420381950,0;1;5;12
420408564,
420409911,0;1;2;3;4
420421432,
420421697,0;21
420429997,
420433163,0;1;5
420434632,
420439416,
420440631,0;1
420441231,
420443836,0;3;8;10
420468170,
420469375,0;16;18
420469404,
420474926,0;1;5
420479734,
420479805,
420483450,0;1
420492319,8
420495730,
420499748,0;1;2;4
420500597,
420504360,
420505809,0;1
420506467,
42051277,0;1
420513448,
420514356,0;1
420516878,
420517903,0;1;5;12
420524478,
420524984,0;1;5;12
420527588,
420538403,
420540030,
420540508,
420542983,0;1;5;8;12
420543361,0;1
420544486,
420548228,
420551473,
420558361,0;1;5;12
420563917,
420572947,
420573238,0;1;3;8;10
420573832,
420578340,0;1;16;18
420593197,0;1;4;16;18;19
420597279,
420598006,
420605504,
420606185,0;1;5;12
420610784,
420611194,0;1;5;12
420619717,
420629366,
420632571,0;1;5
420636079,0;1;5;12
420641157,
420651825,
420654177,0;1;5;12
420655834,0;1
420659603,
420664699,
420677545,0;1
420677897,0;1
420681156,
420682144,0;1;4;5
420682422,0;1;12
42068303,0;1
420683994,0;1;3;5;8;10;12
420701120,
420704030,
420713096,
420715226,0;18
420720110,0;1
42072080,
420733426,
420736872,
420740588,
420748208,
42075219,0;1;5;12
420753008,
420754008,0;1
420756306,
420764953,
42076963,0;1;5;12
420774540,0;1;3
420777282,
420777704,0;1
420779421,
420787115,0;1
420788171,0;1;2;4;5
420792326,
420792750,
42079941,0;1
420799611,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;18;19
420809927,0;1;5
42081166,
420816009,0;1;5
420817948,0;1
420819436,
42082116,0;1;5
420823380,
420837220,0;1
420850467,
42085735,
420876375,
420881022,0;1;4
420883627,
420884081,0;11;16
420892726,0;1;3;8
42089994,
420908239,0;1;2;3;5;8;10;12
42090930,
420910417,0;1;5
420918392,
420919904,0;1;5;12
420927041,
420928597,
420930433,0;1;2;5;12
420931979,
420942026,
420951013,
42095931,
420967822,
420968413,0;1;5;12
420981350,0;3
420981659,
420984243,
42098648,
42098768,
420992646,0;1;5;8;10;12
420999618,0;1
421003483,
421004231,0;1;5;12
42101778,
421029955,0;1
421034357,0;1;4
42104905,
421055668,
421065762,
421072010,0;1
421075659,0;1;5;12
421084854,0;1
421085145,
421086992,0;3;8
421091668,0;1
421100885,
421102268,0;1
421106864,
421111544,
421111604,
421113869,
421125257,0;1;2;3;4;16;18
421128661,
421136408,
421140801,0;1
421142455,
421142799,
421145401,
421145972,0;1
421151377,
421152994,0;22
421166896,0;1;2;4;6;7;18;19
421171330,0;1;5;8;10;12
421176550,0;3;4
421176560,
421180975,
421197106,
421199460,
421208067,
421211796,
421215641,
421216467,
421216819,0;1;5;12
421217967,
421225863,0;1;3;8;10
42122679,8
421229943,0;1;2;3;4
421232960,0;1;5
421235128,
421239990,0;1
421241274,
421244170,
421253422,
421253762,
421285213,0;1;5;10;12
421291027,
421291353,0;1
421291426,
421310596,
421319807,
421332832,
421337772,0;1
421339506,0;1;3;5;8;10;12
421339775,0;1;5;12
421345238,
42134768,
421357157,
421364577,
421366597,
421368477,
42136903,
421374556,0;1;5;12
421376144,
421378264,0;1
421381007,
421381474,
421385845,
42138822,0;1
421390805,
421392414,
421397961,
42140187,
421409561,
42141134,
421414774,
421415076,
42141627,
421420663,
42142254,
421426350,
421432889,
421454702,
421456411,
421462170,
42146293,0;1;5;12
421464004,
421466060,
421477050,
421480548,0;1
421485773,
421497123,
421501784,
421509645,
421509850,
421510016,0;1
421512234,
421525117,
42152695,0;1;3;5;10;12
421529779,0;1
421532582,0;1;5;12
421535148,
421541785,
421548455,0;1
421554115,0;1;2;5;8;10;12
421555309,
421555514,
42155679,0;1
421563166,
421563724,
42156663,0;1;5;7;8;10;12
42157266,
421573008,
421575107,
421586206,
421589718,
421606119,0;1
421607186,0;1
421608649,0;1
421616251,0;1
421626029,0;1;5;10;12
421632465,0;1
421636944,
421648840,
42165309,
421653882,
421670110,0;1
421671057,
421672779,
421678399,0;1;5;12
421685097,0;1;5
421687979,0;1
421693941,
421694281,0;1
421696006,0;1
421698173,
421708207,
421713160,
42171607,
421721010,
421722381,
421722690,0;1
421725699,0;1
421727250,0;1;2;5;12
421733608,
421737178,0;1;5
421745150,0;1
421747479,0;1;5
421752066,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;18;19
421754377,
421755683,0;18
421759616,
421760540,
421760542,
421764948,
421768209,
421770997,0;1
421777041,0;1;5
421778232,
42177999,
421781654,
421783971,
421784057,0;1;5;12
421791366,0;1;5
421792218,0;3
421792385,0;1;2;3;5;8
421792745,0;1
421799694,
421807345,
421808265,0;1;5;12
421811988,
42181271,
421816000,0;18;19
42182007,
421833689,
421835094,0;1
421836792,0;1
421837414,0;1
421841241,0;20
421842716,
421853070,0;1;5
421853941,0;1;5
42185448,
421856874,
421857530,
421859378,
421862071,
421865531,
421865987,
421868379,0;18
421868889,16
421876608,0;16;18
421878900,0;1;5
421885469,0;1;2;16;18
421887339,
421896221,0;1;3;5;8;10;12
421902639,0;1;5;12
421904645,0;1;2;4;5
421904718,
421905463,
421911243,
42191674,
421919388,
421920601,0;1;5
421926479,
421926686,
421927753,
421928551,
421930765,
42193820,
421946782,
421946973,
421959398,
421960505,
421967850,0;1;3;10
421973372,
421974489,
421975591,0;1;5;8;10;12
421982164,
421982349,
421985083,0;1
421995365,
42199716,
422003622,0;1;5;12
422014631,
422017555,0;1;2;5;8;12
422021364,
422025264,
422030790,
422035563,0;1
42203788,0;1;2;3;4;6;8;9;14;19
422038181,0;1;5;12
422041366,
422056564,
422065075,
422065603,
422072250,
422073923,0;1;2;3;4;6;8;9
422079662,0;1
422081293,
422085665,
422087210,
42208722,
422087429,
422088929,
42208962,
422090128,
422094016,
422096394,
422111959,
422117196,
422119510,0;1;5;12
422125074,0;1;5
422129333,
422140281,0;1
422147773,
422148076,0;1;22
422152041,
422154270,0;1;5
422157311,
42216169,
42216192,0;1;5;12
422169819,0;1
422173191,0;1
422174240,0;1;5;12
422178615,0;1
422179416,
42218794,
422193884,
42219572,0;1
422199242,
422218129,
422218797,
422220014,
422220977,0;21
422223664,0;1
422224139,
42222906,0;1
422237040,
422238676,
422239233,
422240784,0;1;2;5;8;12
422244144,0;1;2;5;8;12
422261780,22
422262626,
422264795,
422267540,
422274647,0;1
422281479,
422282024,
422283613,
422286017,
422288103,0;1
422303041,
422307572,
422309809,
422313497,
422326084,0;1
422329261,
422331835,0;1;5
422352702,
422357844,
422360513,0;1;2;3;4;6;7;8;9;13
422360637,0;1;5;12
422361120,0;16;18
422366353,0;1;5;8;12
422369217,0;1;5;12
422370270,
422370801,
422372033,
422372263,
42237303,
422380850,0;1
422387076,
422387877,
422387903,0;1
422395927,0;1
422396286,0;1
422399476,
422414803,
422434920,0;1;2;5;8
422446823,0;1
422451945,0;18
42245241,
422457009,0;1;5;12
422457390,
422463937,0;1;2;3;4;6;8;9
422464728,
422471625,
422473365,
422474460,0;1;2;5;8;12;18
422474768,0;19
42247648,
422485321,
422487540,0;1;5;12
422489731,
422489944,
422493822,0;1;5;12
422496879,
422499298,0;1
422500052,
422500454,
422502156,0;16;18
422510552,0;1
422519174,0;1;5
422526189,
422527949,
422532358,0;1;5
42253575,0;1
422536065,0;1
422546339,
422549752,
422550595,
422552783,0;18
422556507,
422558265,
422562757,
422565606,
422567769,
422573200,
422576098,
422577028,0;1;3;4;8
422583375,
422586382,0;1;5;12
422600929,
422602680,
422607081,
422607527,0;1
422612601,
422613609,
42261710,
422624582,
42262856,
422638909,
422638962,
422639152,0;1
42264223,
422646523,
422649521,
422657603,0;1;2;3;4;8;9
422658402,
422661193,
422662622,
422670601,
422670765,0;1;3;8
422673072,
422673941,0;1;2;3;4;5;6;7;8;9;10;11;13;14;16;17;18;19
422675128,
422677663,0;1;5
422685097,
422693306,
422698499,0;1
422700345,0;1
422700955,0;1;5
422701303,0;1
422704091,
422708989,0;1;5
422713213,
422715066,
422723035,
422724263,
422724503,0;1;4;5
422726289,
422730913,0;1;2;3;4;5;6;8;9;10;18;19
422732002,
422735089,0;1;2;3;4;5;8;9;10;13;14;17
422740975,0;1;5;8;12
42274175,
422750843,0;1;5;12
422754553,0;1;5;12
422756615,
422760063,0;1;16;18
422767147,
422772884,
422778586,
422778884,
422780782,0;1;5
422783554,
422784820,
422786927,
422787033,0;1;5
422789175,
422792664,0;1;2;5
422792819,
422800464,0;1
422804273,0;22
422806432,
422809216,0;1;5;12
422818013,0;1;2;3;4;6;7;8;9;13;14
422818058,0;1
422823812,
422839001,0;1;5;12
422842980,0;1;5;12
422849134,
422850567,
422853557,
422856776,
422857934,
42286401,0;18
422868612,
422869285,
422870798,0;1
422871346,
422873176,0;1
422873353,0;1
422877013,
422878634,0;1
422879034,
422881641,
422884291,
422887423,0;1;5;8;12
422888580,
422889526,
422898333,0;1
422903691,0;1
422909649,0;1
422914031,0;1
422921717,
42292303,
422927445,
42292774,
422930091,0;1
422930145,0;1;5;12
422935201,0;20
422948248,
422956198,0;1;2;3;4;6;8;9
422961641,0;1;5;12
422973634,0;1;3;4;9
422976418,0;1;5;10;12
422985561,
422985621,
42298709,0;1;2;5;8;12
422991297,
422992262,
422995901,0;1;3;4;8;9
42299736,
42300115,
423006008,
423006547,0;1
423009275,
423012848,
423019684,
423019694,
423026440,0;1
423027471,0;1;5
423037622,
423037634,0;1;3;5;8;10;12;14
423044363,0;1
423049186,
423052084,
423054769,
423057849,
423058187,0;1;2;3;8;10;14
423059010,
423059141,0;1;5;12
423065108,0;1;3;8
423072218,0;1;12
423072587,
423083572,
423086999,0;1;5;12
423090596,0;1;5;16
42309502,
423100129,
423107422,
423110153,
423111631,
423117139,
423118822,
423119227,
423127697,0;1
423128772,0;1;3;5;8;10
423144516,
423150092,
423154686,
423156777,
423158546,0;16;18
423158940,
423165742,
423167286,
423167424,
423171207,
423171810,0;1;4;5;6;8;9;14
423175556,
423176262,0;1
423183572,
423193667,0;1;5;8;10;12
423194107,
423199152,
42320100,
423203421,
423206642,0;1
423208862,
423214316,
423219366,
423219426,0;1
423220431,
423225511,
423226930,
423231019,
423236492,
423245937,
423257444,0;1;4;5
423259300,0;1;5;12
423261107,
423261327,
42326208,
423270306,0;1;2;3;4;5;8;9;10;13;14
423277922,
423279550,0;1
42327972,
423281437,
423287235,0;1
423287236,
423293901,
423319710,0;16;18
423321356,
423335849,0;1;2;3;4;6;7;8;9;10;13;14;18
423342560,0;1
423344982,0;1
423348626,
423350843,
423355260,0;1
423355996,0;1;2;3;8;14
423362685,
423373222,
423376838,
423377161,0;1;2;5;8;12
423390251,0;1
423390788,0;1
423396234,
423407110,
423413858,
423414431,0;1;5;12
423422577,0;1;2;5;12
423432989,
42344142,
42345329,
42345910,0;1;3;5;8;10;12
423459876,
423460965,
423461808,
42346955,
423475835,
423479224,
423487650,0;1
423492602,
423497494,0;1;5;12
423498962,0;1
423502640,0;1
423503767,0;16;18
423517389,0;1;5
423518069,0;1;3
423524095,
423531582,0;1;2;3;4;5;6;7;8;9;10;11;14
423535303,
423541078,0;1;4
423547140,
423558254,0;1
423565062,0;1
423575854,0;22
423582084,0;1
423582588,
423587394,0;1
423588543,0;1
423592243,0;1
423597778,
423598820,0;1;2;5;12
423600531,
423609028,
423613094,0;1;5;8;12
423614438,0;1;5;12
423614863,
423615240,
423617910,0;3;4
423620601,
42362515,0;1
423629551,0;1;2;3;4;8;9;14
423630392,
423641974,
423643602,
423646289,
423648370,
423650245,0;1
423651299,0;1;5;12
423653258,0;1;2;5;8
42365460,
423656169,
423660507,
423662948,
423671249,
423671808,
423672959,0;1
423677595,0;1;8;10
423685664,
423696339,
423697180,
423701245,0;1
423704190,0;1;2;3;4;6;7;8;9;13;14;19
423709635,0;22
423712994,
423714133,0;1;10
423717899,
423723068,
423726043,
42373424,0;22
423744418,0;3;8
423752674,0;1;3;5;8
423753966,0;1
423760363,0;1;5;20
423775060,
423780776,
423786014,
42379042,
423791986,
423796753,
423799930,
423800933,0;1
423800948,
423800978,
423809763,0;1;8;10
423827085,0;1;5
423830741,0;1;5;12
423833051,
423833249,0;1;5;12
423833726,
423836585,0;1;5;18
423839773,0;1;2
423851333,
423856479,
423856748,0;1;5;12
423862307,
423870513,
423870694,
423871220,
423873746,
423875793,
423892297,0;1;5;12
423895318,0;20
423896765,0;1;5;16;18
423899925,
423900648,
423904925,0;1
423906228,
423910505,0;1;5;12
423912023,0;1;5;12
423915984,
423921114,
423925024,
423929132,
42393056,
423931116,
42393742,0;1;5
42393947,0;1;2;5
423939925,0;1
423941084,
423941623,
42394479,
423952477,
423954175,
423955622,
423957172,
423957848,
423962330,0;1;2;3;4;22
423962416,0;22
423964607,0;1;2;5;8;12
423992083,
423998124,0;1;5
424003886,0;22
424006703,
424009607,
424011816,0;1
424014340,16;18
424019923,
424026958,
424028552,0;1
424030176,
42403110,
424031555,
424033256,
424042129,
424043347,
424044487,0;1
424050552,0;1;5;12
424050803,0;1
42406300,0;1
424071108,
424071217,
424079424,0;1;8
424081358,
424083907,0;22
424089257,0;1
424091323,
424094923,0;1;2
424109903,0;1
424110782,
424112196,
424117418,
42411875,
424130520,
424141375,0;1;22
424143249,
42414705,
424151831,
424162014,0;18
424162582,
424181170,
424184088,
424191538,
424192108,
424193205,0;1;18
42419982,0;1
424201245,0;1
424203004,0;1
424212271,0;1;5;12
424218220,
424219273,0;1;5;8
424219845,
42422177,
424222912,
424223823,
42423400,
42423836,
424250260,0;1
424250968,
424255766,0;1;5;10;12
42425620,
424262928,0;1;5;12
424263145,0;1
424271948,
424273369,
424273904,
424277250,
424281435,
42428203,
424288572,0;1;3;8
424288606,
424289081,0;1;3;5;8;12
424295206,0;1
42429882,0;1
424300677,0;1;5;20
424302792,0;1
424303393,
424303806,
42430704,0;1;5;12
424307376,
424316085,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;16;18;19
424320272,
424320619,
424326741,
424327517,0;1
424332317,
424334045,0;1;5
42433426,
424337436,
424343016,
424345581,
424345911,
424347682,
424348537,
424353424,
424361937,0;1;2;5;8;10;12
424369121,8
424369267,
424372118,
424378373,0;1;2;3;4
424385406,0;1;18
424385484,
424386615,
42438907,0;1
424399426,
424400506,
424403026,
424405481,0;1
42440619,0;1;2;5;8;12
424406831,0;1;5
424421109,
424423760,
424427022,0;1;5;12
424430677,0;18
424441884,
424443162,0;1;5
424450561,0;1;3;5;10;12
424456033,
424462633,
424462769,
424465847,0;1
424468640,
424469247,
424470093,0;1;5;12
424470846,0;18
424478164,
42447850,
424485184,0;1
424486314,0;1;2;5;8
424486447,0;1;5;12
424486672,
424488070,0;1;5
424492980,
424501752,
424502176,
424502927,0;1
424506086,0;22
424506738,
424511412,
424515696,0;22
424519341,
424519804,
424525994,0;1
424535490,0;1;5
424539283,
424543560,
424545052,
424552447,
424555760,
424560967,0;1
424561507,
424562943,
424563018,0;1;8;10
424563211,0;1;5
42456606,0;16;18
424570317,0;1
424570785,
424571730,
424572088,
424579329,
424580880,
424586769,
424588548,0;1;5;12
424591406,
424598899,0;1;5;12
424601199,
424604901,
424605002,0;1
424611138,
424614687,
424624151,
424630946,
424635202,
424636198,
424636651,
424647003,
424648733,
424653622,
424657020,0;1
424660948,
424664474,0;1;3
424672241,0;1;5;8;12
424677392,
424679180,
424679899,
424686577,
42468890,0;1
424689821,0;1;2;3;4;5;7;8;9;10;12;13;14
424703180,
42470546,
42471049,
424712075,0;1
42471322,0;1;5;12
424719688,
424728501,
424729859,
424730854,
424733878,
424734727,0;1
424737578,
424738798,0;1
424742303,0;1
424744659,
424752776,
424754856,
424757644,
424761152,
424772163,
424777242,0;1
424784628,
42478563,
424789001,
424795905,0;1;5;12
424806403,0;1;3;8;10
424806478,
424808797,0;1;5;12
424809762,
424810491,
424810593,0;21
424811632,0;1;5
424822035,0;1;2;5;12
424827083,0;1
424832199,
424832597,0;1
424832651,
424838469,
424842747,0;1;2;5;8;12
424846151,
424856077,
42485944,
424869360,0;1
424875573,0;1;4;5;12
424875930,22
424885638,
424888893,0;1;5;12
424897346,0;1;5;12
424911991,
424914480,
424918116,0;1
424921246,0;1
424922179,0;1;5;12
42492590,
424935147,
424937044,0;1
424943005,
424943896,
424947704,0;1
424949636,
424950441,
424953149,
424959594,
424962266,0;1
424970019,0;1
424973705,
424974208,
424980107,
424983185,
425002891,0;1
425005920,0;1;2;3;9;18
425010412,0;1
425012739,
425016058,0;1
425018759,
425022537,
425025474,
425026797,0;1;5;12
425038538,
425052579,0;18
425064444,
42507274,0;1
425080280,
425087042,0;1;2
42510576,
425106933,0;1;8
425109136,0;1;5;12
42511011,0;1;2;3;4;6;7;8;9;13;14;16
425111931,
425116728,
425134237,
425142346,0;1
425143000,0;1;18
425143097,0;16;18
425145354,
425154697,
425155720,
425156467,0;1;5;8;10;12
425162060,0;1;2;4;5;6;7;9;11;12
425164125,0;1;4
425164133,0;1
425165539,
425166569,0;1;5;12
425167292,
425178300,
425187151,
425192347,0;1;4
425200751,0;1;2;3;4;6;7;8;9;11;13;14
425226826,0;1;2;5;12
425231858,0;1;2;5
425237338,
42524205,0;1
425252701,
425254297,0;1;2;3;4;6;8;9
425256720,0;1;5;8;10;12
425260885,
425261769,
425262554,
425264767,
425264783,0;1;5;12
425266707,
425270115,
425272891,0;1
425277312,0;1
425279964,0;1
425280095,
425287728,0;1;5;12
425288236,
425291926,0;1;2;3;4;8
425293711,0;1
42529702,0;1
425298016,0;1;8
425306107,
425306272,
425312360,
425313772,
425315985,0;1;16;18
425317086,
425318062,
425318134,0;1
425322804,
425327207,
425332644,0;1;5;12
425336786,
425337430,0;1
425339705,0;1
425340355,
425343333,
425347282,0;1
425350875,0;1
425353765,
425357156,0;3;4;14
425365491,
425368726,0;1;5;12
425370101,0;1
425372361,
425376463,
425376650,0;1
425377352,0;1;3;5;8;10;12
425377387,
425378581,
425379526,0;1
425384849,
425399958,
425400512,
425406353,
425407169,
425407504,
425412483,0;1;2;5;18;19
425416410,0;1;3;4
425416815,0;1
425418011,
425423705,
42542984,0;1;8;10
425433603,
42544630,
425448622,
42545220,0;1;5;12
42545608,
425457460,
425458919,0;1;2;3;4;5;6;7;8;9;10;13;14;19
425463071,0;1;5;12
425464746,0;1;5;12
425469147,0;1
425487555,
425488339,
425488714,0;1;2;5;8;12
425495412,
425496085,
425499234,0;20
425500190,
425500447,
425526264,
425526766,
42555209,0;1
425554441,
425554735,0;1;4;5
425569221,0;1;22
425578171,
425580071,0;1
425583376,0;1;2;4;5
425591365,
425596824,
425602617,
425608213,0;1
425609773,0;1
42562199,
425625544,
42564460,0;1
425666427,0;20
425670458,0;1;5;12
425672708,
425674344,
425680910,
42568261,0;1;4;8
425684035,0;3;8
425687418,
425689127,
42569981,
425700026,
425700474,
42572122,0;1
425734384,0;1
425740639,
425748885,
425750831,0;1;5
425755866,
425766989,0;1;4;5
425768509,
42577399,0;1
425775446,0;1;5;12
425777293,0;1;3
42578119,0;1
425783059,
425785050,0;1
425785158,
425787896,
425796867,
42580240,0;1
425804411,
425806921,
425810939,0;1;3;8
425811200,
425813094,
425820392,
42582121,0;3;4
425825361,0;1;4
425825921,
425831871,0;1;18
425832819,
425836265,
425836956,
425840121,
425843857,
42585305,
425856836,
425857782,
42586000,0;1;2;5;8;12
425860110,0;18
425860401,
425867128,0;1
425868197,
425868469,0;1;5
425871194,
425873465,
425878564,
425879907,
425889527,
425897987,0;1
425901117,
425901262,
425906634,0;1;2;3;4;5;6;7;8;9;13;14
425907526,0;1;16;18
425910728,
425913879,
425918066,
425922189,
425922399,
425927317,
425927799,0;1
42592892,0;1
42593005,
42593497,
425937601,0;1;4;5;11;12
425940192,
425942344,0;1;5;12
425960497,
425960961,
425964717,0;1
425965061,
42597543,0;1;5;10
425984665,0;1;2;8
425986741,
425987826,
42598970,0;1;2;3;4;8
425991970,
425994663,
425995552,
425995656,
426009187,
426012328,0;1;3;4;8
42601248,0;1
426012872,0;1;5;12
426016624,
426019210,
426019326,
426022313,0;1;5;8;12
426024266,0;1;2;3;4;5;8;9;12;18;19
426026755,
426035714,0;16;18
426036789,
42603925,0;1;5
426058306,
426058980,0;1;4;5;12
426059231,0;1
426063989,0;16;18
426065260,
426071729,
426093477,0;1;5;12
426094462,
42611323,0;1;5;12
426115909,0;1
426119045,0;8;10
426120541,0;1
426120874,0;1;2;3;5;8;12
426124445,
426124849,
426133606,0;1
426136481,0;1;20
426137413,0;1;5;12
426141088,
426145043,0;1;5;8;10;12
426145871,
426149074,
426155348,0;1;2;3;4;5;8;9;10;11;18;19
426169352,
426173303,0;1
426173635,
426176862,
426181668,
426189548,0;1
426200641,0;1
426202079,
426205630,0;1;16;18
42620938,0;1
426214417,0;1
426217150,
426219350,
426223612,
426224492,
426228086,
426230546,
426240042,
42624498,
426248148,0;1;5;12
426257460,
426259354,0;1
426272063,
426280056,0;1;3;8;10
426281193,0;22
426297234,
42629797,0;1
426311500,0;1
426311675,
426319131,
42632189,0;1;5;8;12
426323963,
426330118,
426334137,
426335080,
426339903,0;1;5
426342106,
426342241,
426343691,
426355166,
426360166,
426360226,
426365327,
426372738,
426383379,0;16;22
426383870,0;1
426386951,
426387854,0;1
426392944,
42639351,
426396491,1
426397544,
426402992,0;1
426405181,0;1
426405441,
426409744,
426415797,
426416570,
426427183,0;1;5;12
426429503,0;1;3
426432154,0;1;5;12
426435689,
426452533,
426457164,0;1;16;18
426489088,0;1;8
426489461,
426494246,0;18
426499297,
426499312,0;1;2;4;5;8
426500439,
426503422,0;1;5;8;12
42650549,0;16;18
42651376,0;1
426517783,0;1;4
426521836,
426525654,
426525716,0;20
42653148,
426536536,0;1
426541009,0;1;5;12
426543327,0;1
42654706,
426547827,0;22
426556544,0;1;20
426557646,
426565813,
42657821,
426579132,0;1
426579804,
42658328,0;1
426592282,
426596294,0;1;3;4;5;8;9;14
426622109,0;1
426628095,
426628669,
426630525,0;1;3;4;5;6;8;9;10;11;18;19
426632261,0;22
426637811,
42664788,
426650117,
426652698,
426654583,0;1;2;4;5
426661221,
426667469,
426669252,0;1;2;3;4;6;8;9;14
42667523,0;1;2;5
426676614,
426683046,0;1;5
426686801,
426691100,
42670030,0;1;2;5
426706622,
426706916,
426709456,
426717334,
426719354,0;1
426724448,0;1;5
426729900,0;1;5;12
426731048,0;1;2;5;8;12
426732208,
426733989,
426736179,
426741076,0;1;5;8;12
42674422,0;1;5;12
426745150,
426745742,0;1
426748782,0;1
426750840,
426754662,0;1;5;12
426760258,0;1
426761755,0;8
426762063,
426767741,
426771266,0;18
426773884,0;1;3;4;5;8;9
426776453,0;1
42677924,0;1;4;5
426782609,0;1;5;12
426787043,
426789093,0;1;3;4;8;9;14
426792283,
42679261,
426793848,
426796558,0;18
426796953,
42680003,
426804141,
426809261,
426817144,0;1;7
42682017,0;21
426821931,0;1
426824067,0;1
426832374,
426833003,
426835319,0;1
426838681,
426838691,0;1
42684049,
426842339,
426844682,
426846602,
426847618,0;1;2;3;8
42685011,0;1
426852519,0;10
426853986,3
426857709,0;1;2;3;5;8;10;12
426857712,
426874275,0;1;18
426890495,
426904434,
426906577,
426915036,
426916128,
426925868,0;18;19
426926223,
426929652,
42693287,0;1;5;12
426941711,
426946521,0;1;5;12
426950511,
426954231,0;1
426958611,
426961628,
426965165,
426966958,
426971213,
426980794,0;1;2;5;8;12
426984150,
426986821,
427001270,0;1;5;8;10
427003848,
427009960,
427013792,
427015854,0;1;3;5;8;9;10;13
427019731,
427022791,
427023349,0;1;5;12
427025402,0;1;8;16;18
427028964,
427034666,0;1;2;3;4;5;6;7;8;9;11;13;14;16;18;19
427035071,
427045178,0;1;5;8;12
427045193,
427047792,
427055577,
427057521,
42706557,
427073059,
42708047,
427081045,
427082634,0;1;5
427087816,
427096764,
427102444,0;1;5;16;18
427103760,
427104824,
427110052,
427117660,
42712056,
427122711,0;1;5;12
427123860,0;1;5;12
427128592,
427131266,
427136007,0;22
427157692,
427170601,
427174275,
427177419,
427183019,
427186531,
427186963,
427198814,0;1;5;20
427202426,
42720673,
427210961,
427219610,
42722269,
427228934,
427230879,0;1;4;5;12;16
42725561,
427257309,
